folder,imgname,no_ruler_detected,no_panicles_detected
F6-camacani_9,P3141149.jpg,x,
F6-camacani_9,P3141079.jpg,x,
F6-camacani_9,P3141301.jpg,x,
F6-camacani_9,P3141042.jpg,x,
F6-camacani_9,P3140971.jpg,x,
F6-camacani_9,P3141020.jpg,x,
F6-camacani_9,P3141152.jpg,x,
F6-camacani_9,P3141054.jpg,x,
F6-camacani_9,P3141217.jpg,x,
F6-camacani_9,P3141263.jpg,x,
F6-camacani_9,P3141214.jpg,x,
F6-camacani_9,P3141381.jpg,x,
F6-camacani_9,P3141375.jpg,x,
F6-camacani_9,P3141356.jpg,x,
F6-camacani_9,P3141359.jpg,x,
F6-camacani_9,P3141357.jpg,x,
F6-camacani_9,P3140994.jpg,x,
F6-camacani_9,P3141273.jpg,x,
F6-camacani_9,P3141203.jpg,x,
F6-camacani_9,P3141135.jpg,x,
F6-camacani_9,P3141302.jpg,x,
F6-camacani_9,P3141298.jpg,x,
F6-camacani_9,P3141321.jpg,x,
F6-camacani_9,P3140992.jpg,x,
F6-camacani_9,P3140999.jpg,x,
F6-camacani_9,P3141185.jpg,x,
F6-camacani_9,P3141227.jpg,x,
F6-camacani_9,P3141050.jpg,x,
F6-camacani_9,P3141251.jpg,x,
F6-camacani_9,P3141199.jpg,x,
F6-camacani_9,P3141325.jpg,x,
F6-camacani_9,P3141211.jpg,x,
F6-camacani_9,P3141195.jpg,x,
F6-camacani_9,P3141259.jpg,x,
F6-camacani_9,P3141003.jpg,x,
F6-camacani_9,P3141156.jpg,x,
F6-camacani_9,P3141104.jpg,x,
F6-camacani_9,P3141087.jpg,x,
F6-camacani_9,P3141008.jpg,x,
F6-camacani_9,P3141202.jpg,x,
F6-camacani_9,P3141309.jpg,x,
F6-camacani_9,P3141395.jpg,x,
F6-camacani_9,P3141074.jpg,x,
F6-camacani_9,P3141326.jpg,x,
F6-camacani_9,P3141064.jpg,x,
F6-camacani_9,P3141277.jpg,x,
F6-camacani_9,P3140975.jpg,x,
F6-camacani_9,P3141179.jpg,x,
F6-camacani_9,P3141000.jpg,x,
F6-camacani_9,P3141322.jpg,x,
F6-camacani_9,P3141317.jpg,x,
F6-camacani_9,P3140983.jpg,x,
F6-camacani_9,P3141329.jpg,x,
F6-camacani_9,P3141169.jpg,x,
F6-camacani_9,P3141177.jpg,x,
F6-camacani_9,P3141075.jpg,x,
F6-camacani_9,P3141190.jpg,x,
F6-camacani_9,P3141095.jpg,x,
F6-camacani_9,P3140972.jpg,x,
F6-camacani_9,P3141353.jpg,x,
F6-camacani_9,P3141257.jpg,x,
F6-camacani_9,P3141066.jpg,x,
F6-camacani_9,P3141034.jpg,x,
F6-camacani_9,P3141254.jpg,x,
F6-camacani_9,P3141327.jpg,x,
F6-camacani_9,P3141379.jpg,x,
F6-camacani_9,P3141167.jpg,x,
F6-camacani_9,P3141279.jpg,x,
F6-camacani_9,P3141235.jpg,x,
F6-camacani_9,P3140984.jpg,x,
F6-camacani_9,P3141283.jpg,x,
F6-camacani_9,P3141161.jpg,x,
F6-camacani_9,P3141145.jpg,x,
F6-camacani_9,P3141282.jpg,x,
F6-camacani_9,P3141290.jpg,x,
F6-camacani_9,P3141111.jpg,x,
F6-camacani_9,P3141022.jpg,x,
F6-camacani_9,P3141289.jpg,x,
F6-camacani_9,P3141339.jpg,x,
F6-camacani_9,P3141222.jpg,x,
F6-camacani_9,P3140976.jpg,x,
F6-camacani_9,P3141046.jpg,x,
F6-camacani_9,P3141078.jpg,x,
F6-camacani_9,P3141385.jpg,x,
F6-camacani_9,P3141086.jpg,x,
F6-camacani_9,P3141114.jpg,x,
F6-camacani_9,P3141100.jpg,x,
F6-camacani_9,P3141265.jpg,x,
F6-camacani_9,P3141033.jpg,x,
F6-camacani_9,P3141225.jpg,x,
F6-camacani_9,P3141334.jpg,x,
F6-camacani_9,P3141241.jpg,x,
F6-camacani_9,P3141223.jpg,x,
F6-camacani_9,P3141403.jpg,x,
F6-camacani_9,P3141194.jpg,x,
F6-camacani_9,P3141345.jpg,x,
F6-camacani_9,P3140967.jpg,x,
F6-camacani_9,P3141367.jpg,x,
F6-camacani_9,P3141347.jpg,x,
F6-camacani_9,P3141295.jpg,x,
F6-camacani_9,P3141360.jpg,x,
F6-camacani_9,P3140974.jpg,x,
F6-camacani_9,P3141231.jpg,x,
F6-camacani_9,P3141144.jpg,x,
F6-camacani_9,P3141342.jpg,x,
F6-camacani_9,P3141365.jpg,x,
F6-camacani_9,P3141083.jpg,x,
F6-camacani_9,P3141056.jpg,x,
F6-camacani_9,P3141016.jpg,x,
F6-camacani_9,P3141132.jpg,x,
F6-camacani_9,P3141333.jpg,x,
F6-camacani_9,P3141018.jpg,x,
F6-camacani_9,P3141044.jpg,x,
F6-camacani_9,P3141198.jpg,x,
F6-camacani_9,P3141096.jpg,x,
F6-camacani_9,P3141058.jpg,x,
F6-camacani_9,P3141163.jpg,x,
F6-camacani_9,P3141024.jpg,x,
F6-camacani_9,P3141107.jpg,x,
F6-camacani_9,P3141098.jpg,x,
F6-camacani_9,P3141245.jpg,x,
F6-camacani_9,P3141294.jpg,x,
F6-camacani_9,P3141038.jpg,x,
F6-camacani_9,P3141313.jpg,x,
F6-camacani_9,P3141060.jpg,x,
F6-camacani_9,P3141352.jpg,x,
F6-camacani_9,P3141032.jpg,x,
F6-camacani_9,P3141004.jpg,x,
F6-camacani_9,P3141176.jpg,x,
F6-camacani_9,P3141128.jpg,x,
F6-camacani_9,P3141137.jpg,x,
F6-camacani_9,P3141159.jpg,x,
F6-camacani_9,P3141299.jpg,x,
F6-camacani_9,P3141215.jpg,x,
F6-camacani_9,P3141287.jpg,x,
F6-camacani_9,P3141164.jpg,x,
F6-camacani_9,P3141234.jpg,x,
F6-camacani_9,P3141157.jpg,x,
F6-camacani_9,P3141269.jpg,x,
F6-camacani_9,P3141229.jpg,x,
F6-camacani_9,P3141250.jpg,x,
F6-camacani_9,P3141207.jpg,x,
F6-camacani_9,P3141261.jpg,x,
F6-camacani_9,P3141314.jpg,x,
F6-camacani_9,P3141127.jpg,x,
F6-camacani_9,P3141010.jpg,x,
F6-camacani_9,P3141076.jpg,x,
F6-camacani_9,P3141351.jpg,x,
F6-camacani_9,P3141172.jpg,x,
F6-camacani_9,P3141323.jpg,x,
F6-camacani_9,P3140986.jpg,x,
F6-camacani_9,P3141397.jpg,x,
F6-camacani_9,P3141242.jpg,x,
F6-camacani_9,P3141059.jpg,x,
F6-camacani_9,P3141052.jpg,x,
F6-camacani_9,P3141094.jpg,x,
F6-camacani_9,P3141160.jpg,x,
F6-camacani_9,P3140982.jpg,x,
F6-camacani_9,P3140970.jpg,x,
F6-camacani_9,P3141307.jpg,x,
F6-camacani_9,P3141226.jpg,x,
F6-camacani_9,P3141147.jpg,x,
F6-camacani_9,P3141291.jpg,x,
F6-camacani_9,P3141391.jpg,x,
F6-camacani_9,P3141155.jpg,x,
F6-camacani_9,P3140990.jpg,x,
F6-camacani_9,P3141189.jpg,x,
F6-camacani_9,P3141383.jpg,x,
F6-camacani_9,P3141002.jpg,x,
F6-camacani_9,P3141331.jpg,x,
F6-camacani_9,P3141191.jpg,x,
F6-camacani_9,P3141125.jpg,x,
F6-camacani_9,P3141153.jpg,x,
F6-camacani_9,P3141112.jpg,x,
F6-camacani_9,P3141297.jpg,x,
F6-camacani_9,P3141082.jpg,x,
F6-camacani_9,P3141099.jpg,x,
F6-camacani_9,P3141310.jpg,x,
F6-camacani_9,P3141103.jpg,x,
F6-camacani_9,P3141197.jpg,x,
F6-camacani_9,P3141091.jpg,x,
F6-camacani_9,P3141012.jpg,x,
F6-camacani_9,P3141080.jpg,x,
F6-camacani_9,P3141206.jpg,x,
F6-camacani_9,P3141175.jpg,x,
F6-camacani_9,P3141183.jpg,x,
F6-camacani_9,P3141129.jpg,x,
F6-camacani_9,P3141055.jpg,x,
F6-camacani_9,P3141181.jpg,x,
F6-camacani_9,P3141165.jpg,x,
F6-camacani_9,P3141373.jpg,x,
F6-camacani_9,P3141205.jpg,x,
F6-camacani_9,P3141371.jpg,x,
F6-camacani_9,P3140988.jpg,x,
F6-camacani_9,P3141255.jpg,x,
F6-camacani_9,P3141124.jpg,x,
F6-camacani_9,P3140987.jpg,x,
F6-camacani_9,P3141303.jpg,x,
F6-camacani_9,P3141148.jpg,x,
F6-camacani_9,P3141062.jpg,x,
F6-camacani_9,P3141036.jpg,x,
F6-camacani_9,P3141305.jpg,x,
F6-camacani_9,P3141040.jpg,x,
F6-camacani_9,P3141355.jpg,x,
F6-camacani_9,P3141318.jpg,x,
F6-camacani_9,P3141131.jpg,x,
F6-camacani_9,P3141330.jpg,x,
F6-camacani_9,P3141201.jpg,x,
F6-camacani_9,P3141221.jpg,x,
F6-camacani_9,P3141173.jpg,x,
F6-camacani_9,P3141218.jpg,x,
F6-camacani_9,P3141335.jpg,x,
F6-camacani_9,P3141048.jpg,x,
F6-camacani_9,P3141014.jpg,x,
F6-camacani_9,P3141116.jpg,x,
F6-camacani_9,P3141348.jpg,x,
F6-camacani_9,P3141110.jpg,x,
F6-camacani_9,P3141343.jpg,x,
F6-camacani_9,P3141123.jpg,x,
F6-camacani_9,P3141180.jpg,x,
F6-camacani_9,P3141213.jpg,x,
F6-camacani_9,P3141084.jpg,x,
F6-camacani_9,P3141281.jpg,x,
F6-camacani_9,P3141070.jpg,x,
F6-camacani_9,P3141247.jpg,x,
F6-camacani_9,P3141092.jpg,x,
F6-camacani_9,P3141387.jpg,x,
F6-camacani_9,P3141399.jpg,x,
F6-camacani_9,P3141233.jpg,x,
F6-camacani_9,P3141249.jpg,x,
F6-camacani_9,P3141363.jpg,x,
F6-camacani_9,P3141102.jpg,x,
F6-camacani_9,P3141230.jpg,x,
F6-camacani_9,P3141151.jpg,x,
F6-camacani_9,P3140966.jpg,x,
F6-camacani_9,P3141209.jpg,x,
F6-camacani_9,P3140968.jpg,x,
F6-camacani_9,P3141243.jpg,x,
F6-camacani_9,P3141275.jpg,x,
F6-camacani_9,P3141187.jpg,x,
F6-camacani_9,P3141168.jpg,x,
F6-camacani_9,P3141369.jpg,x,
F6-camacani_9,P3141108.jpg,x,
F6-camacani_9,P3141377.jpg,x,
F6-camacani_9,P3141193.jpg,x,
F6-camacani_9,P3141239.jpg,x,
F6-camacani_9,P3141267.jpg,x,
F6-camacani_9,P3141341.jpg,x,
F6-camacani_9,P3141319.jpg,x,
F6-camacani_9,P3141315.jpg,x,
F6-camacani_9,P3141306.jpg,x,
F6-camacani_9,P3141139.jpg,x,
F6-camacani_9,P3141141.jpg,x,
F6-camacani_9,P3141106.jpg,x,
F6-camacani_9,P3141219.jpg,x,
F6-camacani_9,P3141136.jpg,x,
F6-camacani_9,P3141068.jpg,x,
F6-camacani_9,P3141118.jpg,x,
F6-camacani_9,P3141349.jpg,x,
F6-camacani_9,P3141337.jpg,x,
F6-camacani_9,P3141258.jpg,x,
F6-camacani_9,P3140979.jpg,x,
F6-camacani_9,P3141338.jpg,x,
F6-camacani_9,P3141210.jpg,x,
