img_folder,img_name,img_qrcode,img_res,scale_pixelpercm2,scale_RGB_R,scale_RGB_G,scale_RGB_B,scale_amount,scale_median,scale_mean,scale_std,scale_min,scale_max,panicle_detected,panicle_number,panicle_width,panicle_length,panicle_area,panicle_shape,panicle_RGB_mean,panicle_RGB_stdev
F6-camacani_2,_DSC0319(2).jpg,NA,2448:3696,,,,,,,,,,,4.0,1.0,411.0,2377.0,1651800.0,,149.26:123.79:89.36,50.65:51.76:41.65
F6-camacani_2,_DSC0319(2).jpg,NA,2448:3696,,,,,,,,,,,4.0,2.0,299.0,1994.0,871515.0,,144.8:125.21:92.86,46.1:48.86:47.38
F6-camacani_2,_DSC0319(2).jpg,NA,2448:3696,,,,,,,,,,,4.0,3.0,352.0,1914.0,763430.0,,137.26:118.26:94.19,45.99:53.11:59.66
F6-camacani_2,_DSC0319(2).jpg,NA,2448:3696,,,,,,,,,,,4.0,4.0,391.0,1788.0,936514.0,,127.06:108.19:87.12,45.74:51.21:53.8
F6-camacani_2,_DSC0355(2).jpg,NA,2448:3696,,,,,,,,,,,1.0,1.0,918.0,3084.0,5300060.0,,138.75:129.52:94.91,47.93:47.42:43.73
F6-camacani_2,_DSC0300(2).jpg,NA,2448:3696,,,,,,,,,,,1.0,1.0,593.0,3149.0,3216761.0,,141.9:111.9:70.69,52.49:52.69:45.18
F6-camacani_2,_DSC0376(2).jpg,NA,2448:3696,,,,,,,,,,,1.0,1.0,884.0,3017.0,4372711.0,,130.17:112.83:89.21,44.08:43.79:37.8
F6-camacani_2,_DSC0243(3).jpg,NA,2448:3696,,,,,,,,,,,1.0,1.0,1031.0,3012.0,4809030.0,,159.92:118.47:109.12,59.15:67.39:68.56
F6-camacani_2,_DSC0267(4).jpg,NA,2448:3696,,,,,,,,,,,1.0,1.0,868.0,3362.0,5086730.0,,120.79:114.04:65.21,66.04:59.98:48.59
F6-camacani_2,_DSC0353(3).jpg,NA,2448:3696,,,,,,,,,,,3.0,1.0,664.0,1181.0,1200682.0,,146.89:141.09:89.12,43.46:40.72:42.07
