folder,imgname,no_ruler_detected,no_panicles_detected
F7-illpa_4,IMG_20180313_173712.jpg,x,
F7-illpa_4,IMG_20180314_160301.jpg,x,
F7-illpa_4,IMG_20180314_160743.jpg,x,
F7-illpa_4,IMG_20180314_161114.jpg,x,
F7-illpa_4,IMG_20180314_160324.jpg,x,
F7-illpa_4,IMG_20180314_160808.jpg,x,
F7-illpa_4,IMG_20180313_173953.jpg,x,
F7-illpa_4,IMG_20180314_155333.jpg,x,
F7-illpa_4,IMG_20180314_160549.jpg,x,
F7-illpa_4,IMG_20180314_155628.jpg,x,
F7-illpa_4,IMG_20180313_173127.jpg,x,
F7-illpa_4,IMG_20180314_155611.jpg,x,
F7-illpa_4,IMG_20180314_160911.jpg,x,
F7-illpa_4,IMG_20180313_173110.jpg,x,
F7-illpa_4,IMG_20180313_173934.jpg,x,
F7-illpa_4,IMG_20180313_173523.jpg,x,
F7-illpa_4,IMG_20180314_155931.jpg,x,
F7-illpa_4,IMG_20180314_160801.jpg,x,
F7-illpa_4,IMG_20180314_155354.jpg,x,
F7-illpa_4,IMG_20180314_161150.jpg,x,
F7-illpa_4,IMG_20180314_155227.jpg,x,
F7-illpa_4,IMG_20180314_154929.jpg,x,
F7-illpa_4,IMG_20180314_154800.jpg,x,
F7-illpa_4,IMG_20180313_173532.jpg,x,
F7-illpa_4,IMG_20180314_161107.jpg,x,
F7-illpa_4,IMG_20180314_160625.jpg,x,
F7-illpa_4,IMG_20180314_155323.jpg,x,
F7-illpa_4,IMG_20180314_161051.jpg,x,
F7-illpa_4,IMG_20180313_173246.jpg,x,
F7-illpa_4,IMG_20180314_155101.jpg,x,
F7-illpa_4,IMG_20180313_173510.jpg,x,
F7-illpa_4,IMG_20180314_155308.jpg,x,
F7-illpa_4,IMG_20180314_155221.jpg,x,
F7-illpa_4,IMG_20180314_154849.jpg,x,
F7-illpa_4,IMG_20180313_174126.jpg,x,
F7-illpa_4,IMG_20180313_173542.jpg,x,
F7-illpa_4,IMG_20180314_154832.jpg,x,
F7-illpa_4,IMG_20180313_174148.jpg,x,
F7-illpa_4,IMG_20180314_160608.jpg,x,
F7-illpa_4,IMG_20180313_173102.jpg,x,
F7-illpa_4,IMG_20180314_154953.jpg,x,
F7-illpa_4,IMG_20180313_173359.jpg,x,
F7-illpa_4,IMG_20180314_155447.jpg,x,
F7-illpa_4,IMG_20180313_173346.jpg,x,
F7-illpa_4,IMG_20180313_173233.jpg,x,
F7-illpa_4,IMG_20180314_160644.jpg,x,
F7-illpa_4,IMG_20180314_160247.jpg,x,
F7-illpa_4,IMG_20180313_173639.jpg,x,
F7-illpa_4,IMG_20180313_173809.jpg,x,
F7-illpa_4,IMG_20180314_160437.jpg,x,
F7-illpa_4,IMG_20180313_173121.jpg,x,
F7-illpa_4,IMG_20180314_160226.jpg,x,
F7-illpa_4,IMG_20180314_161024.jpg,x,
F7-illpa_4,IMG_20180313_173204.jpg,x,
F7-illpa_4,IMG_20180314_155452.jpg,x,
F7-illpa_4,IMG_20180313_174100.jpg,x,
F7-illpa_4,IMG_20180314_160415.jpg,x,
F7-illpa_4,IMG_20180313_173252.jpg,x,
F7-illpa_4,IMG_20180314_160252.jpg,x,
F7-illpa_4,IMG_20180313_173058.jpg,x,
F7-illpa_4,IMG_20180314_155727.jpg,x,
F7-illpa_4,IMG_20180313_173417.jpg,x,
F7-illpa_4,IMG_20180314_160540.jpg,x,
F7-illpa_4,IMG_20180314_160054.jpg,x,
F7-illpa_4,IMG_20180314_155018.jpg,x,
F7-illpa_4,IMG_20180313_173915.jpg,x,
F7-illpa_4,IMG_20180314_155647.jpg,x,
F7-illpa_4,IMG_20180313_173441.jpg,x,
F7-illpa_4,IMG_20180314_160419.jpg,x,
F7-illpa_4,IMG_20180314_155511.jpg,x,
F7-illpa_4,IMG_20180313_173816.jpg,x,
F7-illpa_4,IMG_20180314_160738.jpg,x,
F7-illpa_4,IMG_20180313_180901.jpg,x,
F7-illpa_4,IMG_20180313_173132.jpg,x,
F7-illpa_4,IMG_20180314_161008.jpg,x,
F7-illpa_4,IMG_20180313_172820.jpg,x,
F7-illpa_4,IMG_20180314_160355.jpg,x,
F7-illpa_4,IMG_20180313_174203.jpg,x,
F7-illpa_4,IMG_20180314_154825.jpg,x,
F7-illpa_4,IMG_20180313_173725.jpg,x,
F7-illpa_4,IMG_20180314_160442.jpg,x,
F7-illpa_4,IMG_20180313_173941.jpg,x,
F7-illpa_4,IMG_20180314_155340.jpg,x,
F7-illpa_4,IMG_20180314_160845.jpg,x,
F7-illpa_4,IMG_20180314_160824.jpg,x,
F7-illpa_4,IMG_20180314_160536.jpg,x,
