img_folder,img_name,img_qrcode,img_res,scale_pixelpercm2,scale_RGB_R,scale_RGB_G,scale_RGB_B,scale_amount,scale_median,scale_mean,scale_std,scale_min,scale_max,panicle_detected,panicle_number,panicle_width,panicle_length,panicle_area,panicle_shape,panicle_RGB_mean,panicle_RGB_stdev
F6-camacani_8,P3140728.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1563.0,3381.0,8757379.0,,81.47:59.22:39.06,39.6:34.84:26.03
F6-camacani_8,P3140888.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1468.0,3545.0,8888384.0,,103.24:66.36:41.1,55.8:41.23:33.47
F6-camacani_8,P3140863.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1625.0,3070.0,7700183.0,,95.33:95.99:45.3,55.51:46.17:32.2
F6-camacani_8,P3140755.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1206.0,3148.0,6579500.0,,90.84:74.7:47.56,52.25:52.33:41.19
F6-camacani_8,P3140572.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1321.0,3169.0,5799433.0,,90.62:64.08:38.36,40.46:35.57:24.55
F6-camacani_8,P3140568.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,936.0,3548.0,5546890.0,,75.39:73.22:41.15,51.16:46.12:36.02
F6-camacani_8,P3140606.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1003.0,3447.0,6462340.0,,109.93:102.88:48.35,70.1:65.39:49.81
F6-camacani_8,P3140879.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,948.0,3306.0,4897402.0,,112.73:84.44:50.25,47.32:43.44:30.26
F6-camacani_8,P3140538.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1058.0,3118.0,5654214.0,,68.94:60.74:53.88,33.93:32.13:26.79
F6-camacani_8,P3140646.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1528.0,2361.0,5711839.0,,117.29:111.79:42.97,71.93:63.8:44.37
F6-camacani_8,P3140890.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1072.0,3451.0,6438302.0,,100.86:65.61:44.13,46.28:40.03:29.37
F6-camacani_8,P3140640.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1187.0,2409.0,4610602.0,,108.8:87.42:50.18,64.73:58.33:40.81
F6-camacani_8,P3140962.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1126.0,3230.0,5372188.0,,75.76:52.79:36.46,47.68:42.46:30.62
F6-camacani_8,P3140726.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1336.0,3528.0,8715375.0,,77.91:71.86:41.4,39.15:33.97:29.09
F6-camacani_8,P3140715.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1475.0,3209.0,7861658.0,,64.57:65.32:54.99,39.25:40.43:34.13
F6-camacani_8,P3140596.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1049.0,3541.0,6542044.0,,64.63:55.14:29.46,33.0:29.85:22.38
F6-camacani_8,P3140524.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,2495.0,3515.0,12302812.0,,91.68:85.91:67.48,49.94:43.82:39.49
F6-camacani_8,P3140600.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1151.0,3412.0,6563884.0,,106.72:104.34:49.89,51.69:47.31:41.6
F6-camacani_8,P3140796.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,928.0,2984.0,4422209.0,,72.52:55.39:32.21,35.43:26.95:24.83
F6-camacani_8,P3140543.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1157.0,2969.0,5286262.0,,89.59:90.21:37.28,42.63:36.05:23.61
F6-camacani_8,P3140584.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,991.0,3426.0,5342597.0,,51.99:51.22:47.92,28.97:29.06:31.06
F6-camacani_8,P3140800.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,869.0,3167.0,5112404.0,,84.61:69.72:40.19,39.31:37.38:26.97
F6-camacani_8,P3140598.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1733.0,3318.0,10364309.0,,87.86:70.87:42.82,67.15:59.38:47.46
F6-camacani_8,P3140802.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,877.0,3381.0,5442875.0,,67.34:60.68:34.46,40.18:36.07:30.3
F6-camacani_8,P3140686.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1171.0,3386.0,6533825.0,,97.18:62.0:31.2,50.22:41.22:30.41
F6-camacani_8,P3140805.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,763.0,3249.0,4470295.0,,104.34:94.06:36.38,41.02:34.55:26.6
F6-camacani_8,P3140710.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,919.0,2721.0,3721860.0,,88.91:91.15:49.26,34.42:30.38:22.02
F6-camacani_8,P3140775.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1136.0,3506.0,6907913.0,,68.27:55.31:35.74,38.77:32.43:29.88
F6-camacani_8,P3140934.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1168.0,3595.0,6824915.0,,85.7:57.75:41.09,42.03:36.25:26.34
F6-camacani_8,P3140711.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,973.0,2805.0,4956034.0,,78.98:63.17:48.07,32.27:28.61:23.71
F6-camacani_8,P3140905.jpg,NA,3648:2736,,,,,,,,,,,2.0,1.0,899.0,1171.0,1805167.0,,88.86:90.34:41.25,43.76:37.76:27.95
F6-camacani_8,P3140905.jpg,NA,3648:2736,,,,,,,,,,,2.0,2.0,513.0,1481.0,1385488.0,,95.87:98.57:45.84,42.96:38.38:28.3
F6-camacani_8,P3140806.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1091.0,3138.0,4617948.0,,101.76:80.54:33.5,45.39:38.01:26.18
F6-camacani_8,P3140742.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,910.0,3063.0,4516918.0,,103.74:70.34:37.94,66.03:57.08:41.61
F6-camacani_8,P3140522.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1121.0,3411.0,6755527.0,,72.93:60.74:40.59,39.61:32.82:28.49
F6-camacani_8,P3140924.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1105.0,3540.0,6111077.0,,118.86:61.78:34.15,45.3:34.92:22.05
F6-camacani_8,P3140510.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1118.0,3564.0,7192345.0,,106.77:94.04:41.19,55.87:49.54:36.47
F6-camacani_8,P3140560.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,775.0,2613.0,3230667.0,,92.81:99.63:51.98,52.35:50.47:36.2
F6-camacani_8,P3140674.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1261.0,3372.0,7179500.0,,97.9:79.82:56.4,67.61:61.71:48.34
F6-camacani_8,P3140684.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1783.0,3373.0,9121539.0,,76.29:58.77:46.24,42.19:36.71:30.97
F6-camacani_8,P3140645.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1097.0,3564.0,6427201.0,,81.19:65.18:44.15,63.66:60.55:46.18
F6-camacani_8,P3140566.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,982.0,3348.0,5726232.0,,96.52:83.9:51.0,59.05:54.23:39.71
F6-camacani_8,P3140722.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1476.0,3241.0,7654584.0,,67.82:76.04:36.37,48.24:46.02:35.78
F6-camacani_8,P3140785.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1025.0,3461.0,6219333.0,,113.35:107.26:50.1,45.02:36.92:28.3
F6-camacani_8,P3140836.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1302.0,3318.0,7730795.0,,103.17:97.85:47.19,51.76:44.85:31.26
F6-camacani_8,P3140720.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1254.0,3296.0,6689193.0,,86.79:85.79:38.08,42.45:35.28:24.28
F6-camacani_8,P3140546.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1031.0,3386.0,5532006.0,,57.61:63.93:38.79,33.02:31.19:27.6
F6-camacani_8,P3140820.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,956.0,2632.0,4494813.0,,83.21:90.47:42.56,39.49:35.56:26.52
