img_folder,img_name,img_qrcode,img_res,scale_pixelpercm2,scale_RGB_R,scale_RGB_G,scale_RGB_B,scale_amount,scale_median,scale_mean,scale_std,scale_min,scale_max,panicle_detected,panicle_number,panicle_width,panicle_length,panicle_area,panicle_shape,panicle_RGB_mean,panicle_RGB_stdev
F7-illpa_3,IMG_20180313_171256.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,462.0,2234.0,1768058.0,,113.44:83.24:101.03,49.84:54.87:51.52
F7-illpa_3,IMG_20180313_171426.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,612.0,2457.0,2579825.0,,98.96:93.77:88.66,54.8:57.13:51.2
F7-illpa_3,IMG_20180313_164815.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,562.0,2560.0,2771036.0,,118.9:135.44:108.69,57.3:56.62:54.38
F7-illpa_3,IMG_20180313_165756.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,452.0,2443.0,1740461.0,,115.11:95.78:93.92,52.43:51.15:47.29
F7-illpa_3,IMG_20180313_163745.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,633.0,2560.0,2322989.0,,60.93:77.52:57.95,46.35:47.53:43.95
F7-illpa_3,IMG_20180313_171317.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,607.0,2419.0,2301376.0,,62.9:68.73:67.08,43.06:44.46:45.9
F7-illpa_3,IMG_20180313_165441.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,621.0,2510.0,2458169.0,,84.08:93.59:102.97,50.23:51.96:49.8
F7-illpa_3,IMG_20180313_162342.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,666.0,2538.0,2674738.0,,65.73:78.53:56.36,50.74:51.27:44.78
F7-illpa_3,IMG_20180313_162306.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,650.0,2235.0,2300450.0,,111.48:132.83:100.56,53.6:50.88:48.23
F7-illpa_3,IMG_20180313_170738.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,822.0,2440.0,3035834.0,,54.94:57.33:52.27,42.15:43.72:43.18
F7-illpa_3,IMG_20180313_164619.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,951.0,2550.0,2918581.0,,58.02:54.27:49.12,46.87:46.72:44.02
F7-illpa_3,IMG_20180313_172313.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,496.0,1836.0,1302772.0,,111.79:112.4:112.89,41.0:36.19:39.21
F7-illpa_3,IMG_20180313_164710.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,504.0,2558.0,2214036.0,,95.73:99.01:92.9,50.96:54.4:49.44
F7-illpa_3,IMG_20180313_172029.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,516.0,2560.0,2383999.0,,121.37:128.59:99.56,44.94:43.42:46.53
F7-illpa_3,IMG_20180313_172405.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,699.0,2509.0,3043902.0,,123.05:111.96:112.44,48.14:50.39:47.82
F7-illpa_3,IMG_20180313_172232.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,432.0,2128.0,1474473.0,,134.84:91.14:108.86,47.59:57.1:47.3
F7-illpa_3,IMG_20180313_161856.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,393.0,2330.0,1391054.0,,120.15:144.03:116.86,45.79:43.96:44.28
F7-illpa_3,IMG_20180313_171505.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,700.0,2535.0,2916488.0,,105.69:99.68:95.31,53.01:57.82:51.22
F7-illpa_3,IMG_20180313_162314.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,632.0,2533.0,2691087.0,,103.54:132.7:114.94,52.55:53.75:47.87
F7-illpa_3,IMG_20180313_170747.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,518.0,2553.0,1916084.0,,46.35:49.59:52.21,39.32:44.11:50.42
F7-illpa_3,IMG_20180313_171340.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,729.0,2452.0,2789250.0,,137.98:89.13:85.61,54.96:55.91:45.69
F7-illpa_3,IMG_20180313_160428.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,532.0,2506.0,2121381.0,,85.65:95.09:58.54,52.18:50.53:42.04
F7-illpa_3,IMG_20180313_163515.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,675.0,2560.0,2674479.0,,51.02:91.16:73.37,41.15:49.32:48.88
F7-illpa_3,IMG_20180313_170215.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,761.0,2560.0,2894850.0,,71.19:65.71:58.79,48.33:48.69:44.98
F7-illpa_3,IMG_20180313_163256.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,551.0,2530.0,2305265.0,,79.13:93.52:61.42,51.16:51.32:40.9
F7-illpa_3,IMG_20180313_161642.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,288.0,1507.0,647061.0,,90.34:114.85:93.03,49.36:48.42:46.45
F7-illpa_3,IMG_20180313_164539.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,536.0,2346.0,1417509.0,,91.8:42.2:77.13,31.34:48.28:47.3
F7-illpa_3,IMG_20180313_172036.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,612.0,2333.0,2344802.0,,60.23:56.97:57.77,41.21:40.1:41.78
F7-illpa_3,IMG_20180313_164605.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,651.0,2560.0,2445763.0,,57.51:58.47:59.89,45.5:48.78:49.31
F7-illpa_3,IMG_20180313_170149.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,555.0,2293.0,2258544.0,,99.97:90.03:89.99,49.02:52.5:49.01
F7-illpa_3,IMG_20180313_161947.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,1390.0,2501.0,4690760.0,,124.28:126.11:76.11,61.87:56.3:48.26
F7-illpa_3,IMG_20180313_162048.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,839.0,2159.0,3180672.0,,125.85:131.96:91.4,62.62:60.31:54.72
F7-illpa_3,IMG_20180313_164857.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,911.0,2418.0,3138479.0,,85.88:72.34:65.64,53.56:49.98:50.9
F7-illpa_3,IMG_20180313_170759.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,748.0,2560.0,2442563.0,,47.38:50.97:47.1,44.69:45.58:41.9
F7-illpa_3,IMG_20180313_171349.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,748.0,2492.0,3183991.0,,92.96:64.53:40.07,52.42:47.1:35.6
F7-illpa_3,IMG_20180313_165314.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,676.0,2508.0,2783963.0,,56.53:55.65:51.05,41.66:42.88:38.73
F7-illpa_3,IMG_20180313_172657.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,613.0,2383.0,1979352.0,,109.43:127.53:83.15,49.55:46.35:42.26
F7-illpa_3,IMG_20180313_172002.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,543.0,2360.0,2003401.0,,111.28:115.4:114.79,46.96:42.87:47.28
F7-illpa_3,IMG_20180313_164018.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,874.0,2524.0,3377283.0,,78.72:86.33:51.09,43.65:43.39:34.13
F7-illpa_3,IMG_20180313_165616.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,1127.0,2560.0,3738126.0,,110.49:122.51:118.64,54.08:51.46:51.71
F7-illpa_3,IMG_20180313_164632.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,441.0,2452.0,1334112.0,,92.29:103.52:122.41,40.24:43.76:43.67
F7-illpa_3,IMG_20180313_162915.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,486.0,2494.0,1991843.0,,75.11:90.27:63.52,50.05:52.08:44.79
F7-illpa_3,IMG_20180313_162941.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,580.0,2552.0,2050846.0,,79.64:88.9:54.07,49.28:48.95:39.41
F7-illpa_3,IMG_20180313_164918.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,758.0,2560.0,3075842.0,,72.66:82.86:55.7,47.78:48.7:40.82
F7-illpa_3,IMG_20180313_164723.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,836.0,2560.0,2951185.0,,86.59:98.82:110.87,53.13:56.48:51.06
F7-illpa_3,IMG_20180313_163559.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,658.0,2454.0,2293987.0,,30.19:27.89:24.34,35.21:34.21:32.2
F7-illpa_3,IMG_20180313_165723.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,594.0,2301.0,1991161.0,,95.82:104.78:105.71,52.08:51.24:51.53
F7-illpa_3,IMG_20180313_161305.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,426.0,2361.0,1632183.0,,106.39:119.85:79.83,52.57:48.07:44.56
F7-illpa_3,IMG_20180313_170615.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,441.0,2148.0,1345579.0,,100.49:65.58:55.0,50.89:43.73:44.03
F7-illpa_3,IMG_20180313_161450.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,1067.0,2230.0,3206270.0,,98.25:73.17:67.73,54.77:50.63:47.59
F7-illpa_3,IMG_20180313_171828.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,645.0,2354.0,2767864.0,,91.08:62.88:58.51,47.83:47.02:39.94
F7-illpa_3,IMG_20180313_165935.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,644.0,2560.0,2598815.0,,120.2:95.49:81.34,58.64:56.37:49.16
F7-illpa_3,IMG_20180313_172014.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,781.0,2365.0,2766375.0,,79.55:61.66:62.18,41.18:40.4:40.58
F7-illpa_3,IMG_20180313_162502.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,727.0,2544.0,2511724.0,,52.94:35.05:48.35,39.2:45.53:47.8
F7-illpa_3,IMG_20180313_161749.jpg,NA,2560:1920,,,,,,,,,,,2.0,1.0,771.0,2560.0,3303859.0,,62.69:71.48:64.0,49.54:50.63:49.32
F7-illpa_3,IMG_20180313_161749.jpg,NA,2560:1920,,,,,,,,,,,2.0,2.0,493.0,1524.0,1108988.0,,91.72:96.74:89.36,45.1:43.72:42.77
F7-illpa_3,IMG_20180313_170226.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,543.0,2449.0,2170807.0,,96.77:106.85:108.94,56.71:54.0:50.31
F7-illpa_3,IMG_20180313_171433.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,491.0,2362.0,2013237.0,,105.94:106.75:71.83,51.17:48.29:40.62
F7-illpa_3,IMG_20180313_172548.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,460.0,2247.0,1596117.0,,113.41:121.71:102.92,44.62:40.82:41.04
F7-illpa_3,IMG_20180313_154151.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,547.0,2330.0,2387577.0,,150.74:125.77:88.27,40.33:39.39:38.46
F7-illpa_3,IMG_20180313_172115.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,546.0,2405.0,2273014.0,,111.42:106.5:111.34,55.37:58.77:50.0
F7-illpa_3,IMG_20180313_165457.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,532.0,2484.0,2295926.0,,107.31:104.07:100.12,56.61:61.1:53.33
F7-illpa_3,IMG_20180313_171019.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,718.0,2301.0,2659594.0,,109.24:120.22:120.27,56.23:51.98:43.64
F7-illpa_3,IMG_20180313_163545.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,760.0,2515.0,2608793.0,,49.67:74.92:61.38,46.04:53.54:48.37
F7-illpa_3,IMG_20180313_163019.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,528.0,2549.0,2274454.0,,66.96:99.01:72.35,43.54:47.07:41.99
F7-illpa_3,IMG_20180313_172448.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,761.0,2449.0,3065112.0,,133.33:92.45:77.8,54.71:52.64:44.42
F7-illpa_3,IMG_20180313_170931.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,696.0,2547.0,2626938.0,,112.33:117.26:114.34,50.96:49.68:48.95
F7-illpa_3,IMG_20180313_172057.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,1060.0,2415.0,3889803.0,,130.33:107.75:118.2,56.91:58.91:54.32
F7-illpa_3,IMG_20180313_171407.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,564.0,2430.0,2327337.0,,132.22:110.86:100.88,42.27:45.94:41.43
F7-illpa_3,IMG_20180313_165143.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,451.0,2447.0,1777437.0,,135.1:95.22:76.88,50.59:59.8:48.67
F7-illpa_3,IMG_20180313_172205.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,938.0,2326.0,3312084.0,,132.54:101.68:98.16,57.56:58.38:51.7
F7-illpa_3,IMG_20180313_165532.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,539.0,2560.0,2574522.0,,90.29:73.54:63.08,53.47:53.01:45.87
F7-illpa_3,IMG_20180313_171750.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,745.0,2369.0,2948068.0,,87.04:74.49:75.99,38.87:38.09:39.52
F7-illpa_3,IMG_20180313_162518.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,556.0,2528.0,2296873.0,,81.59:92.26:63.82,50.64:49.76:42.69
F7-illpa_3,IMG_20180313_171541.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,676.0,2533.0,2699467.0,,84.92:81.27:77.28,45.3:46.19:42.89
F7-illpa_3,IMG_20180313_170809.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,952.0,2560.0,2939795.0,,102.49:106.61:108.14,59.34:54.39:50.92
F7-illpa_3,IMG_20180313_172531.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,758.0,2560.0,3169322.0,,59.52:31.51:54.07,35.84:39.7:42.02
F7-illpa_3,IMG_20180313_170641.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,782.0,2526.0,3239305.0,,81.86:77.6:67.36,49.3:49.59:43.41
F7-illpa_3,IMG_20180313_172326.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,443.0,1987.0,1507194.0,,140.55:102.36:95.59,44.77:47.0:40.76
F7-illpa_3,IMG_20180313_161600.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,480.0,2522.0,1819581.0,,94.9:137.29:119.2,49.89:50.68:54.66
F7-illpa_3,IMG_20180313_170837.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,505.0,2551.0,2117876.0,,47.21:50.56:45.21,43.87:45.02:42.15
F7-illpa_3,IMG_20180313_170940.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,588.0,2411.0,2004894.0,,82.14:85.26:89.72,43.34:44.94:49.88
F7-illpa_3,IMG_20180313_162804.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,613.0,2412.0,2287062.0,,74.44:87.01:92.45,51.9:49.9:50.46
F7-illpa_3,IMG_20180313_161400.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,745.0,2324.0,3007868.0,,96.57:86.93:39.05,53.98:47.73:31.71
F7-illpa_3,IMG_20180313_172802.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,773.0,2544.0,3402891.0,,122.19:97.0:104.26,51.97:57.33:47.26
F7-illpa_3,IMG_20180313_161257.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,573.0,2560.0,2379043.0,,130.05:133.99:86.81,50.67:48.95:42.98
F7-illpa_3,IMG_20180313_164840.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,486.0,2419.0,1917934.0,,107.34:67.69:44.61,54.5:47.33:38.28
F7-illpa_3,IMG_20180313_170136.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,655.0,2507.0,2779662.0,,63.72:56.28:45.87,50.39:45.74:42.5
F7-illpa_3,IMG_20180313_160503.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,776.0,2410.0,3360779.0,,73.12:90.23:58.33,48.26:46.79:38.85
F7-illpa_3,IMG_20180313_162131.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,485.0,2482.0,1831251.0,,120.75:127.16:85.09,58.59:54.18:47.7
F7-illpa_3,IMG_20180313_170627.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,651.0,2411.0,2462633.0,,66.82:64.58:58.59,48.92:48.91:44.52
F7-illpa_3,IMG_20180313_162226.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,362.0,2432.0,1425668.0,,116.05:138.68:104.05,53.06:49.49:50.08
F7-illpa_3,IMG_20180313_165656.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,460.0,2504.0,1767803.0,,91.31:88.56:79.95,53.87:54.09:50.14
F7-illpa_3,IMG_20180313_165153.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,785.0,2530.0,3578477.0,,89.38:65.1:60.62,55.33:53.45:45.98
F7-illpa_3,IMG_20180313_170056.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,859.0,2523.0,3229460.0,,96.54:91.04:80.49,48.55:49.03:45.35
F7-illpa_3,IMG_20180313_164446.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,606.0,2531.0,2372129.0,,53.62:54.46:46.75,44.03:46.73:43.68
F7-illpa_3,IMG_20180313_172611.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,626.0,2390.0,1826572.0,,132.36:82.2:93.1,42.61:50.39:46.12
F7-illpa_3,IMG_20180313_161503.jpg,NA,2560:1920,,,,,,,,,,,2.0,1.0,655.0,2256.0,2106133.0,,117.76:127.79:78.03,61.89:54.78:47.13
F7-illpa_3,IMG_20180313_161503.jpg,NA,2560:1920,,,,,,,,,,,2.0,2.0,493.0,856.0,573614.0,,64.27:93.1:56.46,42.08:44.06:34.71
F7-illpa_3,IMG_20180313_170846.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,753.0,2477.0,2773294.0,,123.94:96.74:76.33,55.71:55.06:47.25
F7-illpa_3,IMG_20180313_171659.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,601.0,2353.0,2098189.0,,75.55:73.44:59.74,37.09:38.45:38.74
F7-illpa_3,IMG_20180313_163718.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,758.0,2560.0,2753367.0,,53.58:55.25:48.28,44.4:45.5:44.34
F7-illpa_3,IMG_20180313_163404.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,724.0,2538.0,2387146.0,,39.72:57.24:43.13,32.99:39.33:39.38
F7-illpa_3,IMG_20180313_172107.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,583.0,2525.0,2533892.0,,107.36:116.79:117.11,48.93:47.77:48.56
F7-illpa_3,IMG_20180313_162627.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,512.0,2394.0,1946153.0,,113.86:128.11:101.48,54.19:50.68:46.42
F7-illpa_3,IMG_20180313_161326.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,525.0,2408.0,1987869.0,,62.27:85.26:66.1,44.11:46.84:42.34
F7-illpa_3,IMG_20180313_163731.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,573.0,2426.0,1756618.0,,66.94:77.44:51.52,46.32:48.37:43.13
F7-illpa_3,IMG_20180313_165628.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,718.0,2442.0,2568735.0,,122.09:104.43:93.53,49.28:56.46:43.29
F7-illpa_3,IMG_20180313_170620.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,618.0,2447.0,2466430.0,,73.02:72.94:64.94,54.0:50.64:45.61
F7-illpa_3,IMG_20180313_161546.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,690.0,2505.0,2798397.0,,106.53:136.14:106.28,51.4:50.71:51.44
F7-illpa_3,IMG_20180313_172047.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,632.0,2295.0,2303358.0,,77.41:59.69:47.06,49.05:42.68:37.09
F7-illpa_3,IMG_20180313_164512.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,1239.0,2429.0,3619324.0,,104.93:92.35:97.0,58.45:59.0:49.71
F7-illpa_3,IMG_20180313_165353.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,577.0,2508.0,2407704.0,,116.46:121.74:117.21,49.45:51.38:45.08
F7-illpa_3,IMG_20180313_161804.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,579.0,2520.0,2333498.0,,128.94:103.87:103.27,58.21:60.07:51.52
F7-illpa_3,IMG_20180313_165405.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,467.0,2464.0,1694359.0,,75.41:51.05:54.38,40.74:43.73:42.09
F7-illpa_3,IMG_20180313_165748.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,645.0,2454.0,2288458.0,,62.95:50.94:47.37,44.51:46.41:46.06
F7-illpa_3,IMG_20180313_163230.jpg,NA,2560:1920,,,,,,,,,,,1.0,1.0,804.0,2560.0,3269905.0,,92.35:99.05:63.64,56.31:54.73:45.75
