img_folder,img_name,img_qrcode,img_res,scale_pixelpercm2,scale_RGB_R,scale_RGB_G,scale_RGB_B,scale_amount,scale_median,scale_mean,scale_std,scale_min,scale_max,panicle_detected,panicle_number,panicle_width,panicle_length,panicle_area,panicle_shape,panicle_RGB_mean,panicle_RGB_stdev
F6-camacani_6,_DSC0982(3).jpg,NA,2448:3696,,,,,,,,,,,2.0,1.0,761.0,2842.0,2924589.0,,149.96:131.26:95.59,40.6:34.55:37.56
F6-camacani_6,_DSC0982(3).jpg,NA,2448:3696,,,,,,,,,,,2.0,2.0,995.0,2739.0,3498970.0,,150.77:138.95:81.48,52.96:43.53:39.5
F6-camacani_6,P3139824.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,719.0,3107.0,3382008.0,,111.09:86.31:42.39,45.63:38.38:29.06
F6-camacani_6,P3139786.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,572.0,2057.0,1443792.0,,81.2:64.52:37.47,43.39:39.84:26.34
F6-camacani_6,P3139896.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,793.0,2456.0,2735194.0,,100.19:84.85:45.53,57.72:46.2:32.67
F6-camacani_6,P3139916.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,841.0,3101.0,4396823.0,,128.43:109.93:51.86,55.14:42.54:29.09
F6-camacani_6,_DSC0985(2).jpg,NA,2448:3696,,,,,,,,,,,1.0,1.0,970.0,3210.0,5580299.0,,116.79:99.83:91.44,60.48:57.6:60.45
F6-camacani_6,P3139742.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,665.0,2623.0,2444665.0,,124.09:98.97:37.66,55.41:44.48:29.52
F6-camacani_6,P3139929.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,725.0,3144.0,4089368.0,,133.6:104.38:48.84,43.11:38.94:29.82
F6-camacani_6,P3139960.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,641.0,2934.0,3212680.0,,111.92:93.84:42.64,46.95:36.7:24.2
F6-camacani_6,P3139821.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1061.0,3393.0,5579385.0,,85.6:63.63:46.61,52.56:47.48:44.96
F6-camacani_6,P3139817.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,740.0,3236.0,3881855.0,,101.19:64.91:43.88,53.34:43.7:35.41
F6-camacani_6,P3139733.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,708.0,2543.0,2954785.0,,152.33:101.87:48.31,54.94:50.23:38.08
F6-camacani_6,P3139780.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,705.0,3000.0,3062315.0,,110.23:78.81:53.22,59.14:50.13:39.89
F6-camacani_6,P3139798.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,623.0,2928.0,2737785.0,,105.6:79.8:49.61,52.88:43.85:32.91
F6-camacani_6,P3139760.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,927.0,3189.0,4227705.0,,107.65:100.39:49.11,58.57:49.87:40.16
F6-camacani_6,P3139751.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,569.0,2926.0,2476302.0,,110.63:99.08:48.3,57.78:48.39:34.84
F6-camacani_6,P3139851.jpg,NA,3648:2736,,,,,,,,,,,1.0,1.0,1018.0,3434.0,5315077.0,,84.21:71.68:44.29,48.89:40.44:29.46
